"filename", "language", "CMake", "Ignore", "comment", "blank", "total"
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompHandleFlags.cmake", "CMake", 175, 0, 0, 8, 183
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompMicroTests.cmake", "CMake", 226, 0, 0, 8, 234
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/LibompUtils.cmake", "CMake", 185, 0, 0, 14, 199
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/cmake/config-ix.cmake", "CMake", 325, 0, 0, 18, 343
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/runtime/src/kmp_config.h.cmake", "CMake", 120, 0, 0, 8, 128
"/home/xiaoyu/gradDesign/llvm-project-postgres/openmp/tools/Modules/FindOpenMPTarget.cmake", "CMake", 287, 0, 0, 52, 339
"/home/xiaoyu/gradDesign/llvm-project-postgres/polly/cmake/FindISL.cmake", "CMake", 21, 0, 0, 4, 25
"/home/xiaoyu/gradDesign/llvm-project-postgres/polly/cmake/polly_macros.cmake", "CMake", 89, 0, 0, 10, 99
"/home/xiaoyu/gradDesign/llvm-project-postgres/polly/include/polly/Config/config.h.cmake", "CMake", 16, 0, 0, 3, 19
"/home/xiaoyu/gradDesign/llvm-project-postgres/polly/lib/External/isl_config.h.cmake", "CMake", 37, 0, 0, 20, 57
"/home/xiaoyu/gradDesign/llvm-project-postgres/polly/lib/External/isl_srcdir.c.cmake", "CMake", 1, 0, 0, 1, 2
"/home/xiaoyu/gradDesign/llvm-project-postgres/utils/bazel/llvm_configs/abi-breaking.h.cmake", "CMake", 54, 0, 0, 9, 63
"/home/xiaoyu/gradDesign/llvm-project-postgres/utils/bazel/llvm_configs/config.h.cmake", "CMake", 238, 0, 0, 118, 356
"/home/xiaoyu/gradDesign/llvm-project-postgres/utils/bazel/llvm_configs/llvm-config.h.cmake", "CMake", 72, 0, 0, 33, 105
"Total", "-", 20140, 11, 0, 2753, 22904
